congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,President,99912,99,0.0,USA,200,0,0,"TRUMP, Donald John",,1946,,0.403,0.162,,,,,,,
116,House,20301,41,3.0,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.361,0.462,-166.79338,0.80364,763,69,,0.52,0.388
116,House,21102,41,7.0,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.393,0.398,-28.41563,0.96463,789,11,,-0.43,0.384
116,House,21192,41,2.0,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-90.42097,0.88244,723,31,,0.346,0.672
116,House,21193,41,5.0,AL,200,,,"BROOKS, Mo",B001274,1954,,0.652,-0.417,-140.71682,0.83962,805,57,,0.772,-0.337
116,House,21376,41,1.0,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-107.81607,0.85611,694,42,,0.702,0.194
116,House,21500,41,6.0,AL,200,,,"PALMER, Gary James",P000609,1954,,0.678,0.094,-96.87316,0.88432,788,38,,0.669,0.085
116,House,29701,41,4.0,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.383,0.571,-117.05132,0.85674,757,42,,0.449,0.499
116,House,14066,81,1.0,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.283,0.022,-225.61247,0.74545,768,84,,0.336,0.085
116,House,21995,93,0.0,AS,200,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947,,0.413,0.014,-14.63548,0.78355,60,6,,0.413,0.014
116,House,20305,61,3.0,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.255,-23.16044,0.97037,770,9,,-0.594,-0.543
116,House,20902,61,2.0,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.169,-0.01,-45.98655,0.93762,714,18,,-0.369,0.401
116,House,21103,61,4.0,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.697,-0.476,-108.52501,0.86595,754,36,,0.919,-0.395
116,House,21105,61,6.0,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.574,-0.288,-198.65225,0.78227,809,90,,0.521,-0.312
116,House,21502,61,7.0,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.447,0.036,-20.9756,0.97406,798,11,,-0.431,0.046
116,House,21705,61,5.0,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.839,-0.544,-94.80572,0.88745,794,32,,1.0,-0.03
116,House,21739,61,1.0,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.198,0.18,-43.50479,0.94701,799,16,,-0.333,0.404
116,House,21757,61,8.0,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.09,-110.10195,0.87037,793,54,,0.591,0.019
116,House,21968,61,9.0,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.297,0.204,-26.19262,0.96814,809,6,,-0.313,-0.042
116,House,21106,42,1.0,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.446,0.425,-81.69131,0.89628,746,32,,0.508,0.518
116,House,21108,42,3.0,AR,200,,,"WOMACK, Steve",W000809,1957,,0.352,0.586,-70.44087,0.91681,811,28,,0.382,0.599
116,House,21503,42,2.0,AR,200,,,"HILL, French",H001072,1956,,0.436,0.271,-92.2542,0.89172,805,34,,0.421,0.337
116,House,21563,42,4.0,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.548,0.358,-76.80828,0.90802,796,30,,0.557,0.395
116,House,15448,71,12.0,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.203,-1.13521,0.98344,68,0,,-0.399,0.23
116,House,20104,71,28.0,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-14.931,0.98171,809,4,,-0.427,-0.005
116,House,20108,71,53.0,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.76482,0.98049,800,4,,-0.341,-0.007
116,House,20307,71,22.0,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-81.10016,0.90371,801,30,,0.462,0.366
116,House,20310,71,38.0,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.138,-13.19993,0.98337,787,5,,-0.523,-0.037
116,House,20501,71,16.0,CA,100,,,"COSTA, Jim",C001059,1952,,-0.193,0.458,-97.20739,0.88585,802,32,,-0.373,0.757
116,House,20538,71,6.0,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.157,-28.34177,0.96536,804,9,,-0.42,0.083
116,House,20702,71,9.0,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-19.97492,0.97494,787,8,,-0.428,-0.167
116,House,20703,71,23.0,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.457,0.221,-94.12987,0.88754,789,41,,0.424,0.371
116,House,20762,71,14.0,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-40.95259,0.9484,773,9,,-0.316,-0.227
116,House,20903,71,4.0,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.689,-0.415,-165.80401,0.8109,791,86,,0.645,-0.386
116,House,20955,71,27.0,CA,100,,,"CHU, Judy",C001080,1953,,-0.489,-0.374,-16.17233,0.98021,809,6,,-0.437,-0.42
116,House,20958,71,3.0,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.099,-31.54206,0.9612,797,8,,-0.303,-0.032
116,House,20963,71,50.0,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
116,House,21110,71,37.0,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-16.74924,0.97843,768,8,,-0.572,-0.369
116,House,21302,71,1.0,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.059,-122.15792,0.85606,786,51,,0.507,0.083
116,House,21303,71,2.0,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.432,-0.55,-27.68646,0.96535,785,10,,-0.428,-0.684
116,House,21304,71,7.0,CA,100,,,"BERA, Ami",B001287,1965,,-0.236,0.014,-29.4417,0.9643,810,11,,-0.363,0.303
116,House,21305,71,8.0,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-106.11394,0.87064,766,43,,0.323,0.37
116,House,21306,71,15.0,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.365,-0.092,-21.62966,0.96604,626,7,,-0.521,0.264
116,House,21308,71,26.0,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.289,0.055,-30.26796,0.96278,798,12,,-0.369,0.216
116,House,21309,71,29.0,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.387,0.009,-29.72668,0.96223,772,14,,-0.45,0.043
116,House,21311,71,36.0,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.247,0.057,-42.26318,0.94922,811,18,,-0.392,0.219
116,House,21312,71,41.0,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.464,-0.274,-18.72122,0.97676,796,7,,-0.408,-0.353
116,House,21313,71,47.0,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-16.31742,0.98003,809,4,,-0.482,-0.52
116,House,21314,71,51.0,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.404,0.076,-32.54561,0.95974,792,12,,-0.554,-0.187
116,House,21315,71,52.0,CA,100,,,"PETERS, Scott",P000608,1958,,-0.184,-0.029,-60.81467,0.926,791,24,,-0.227,0.179
116,House,21504,71,11.0,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.531,-0.375,-16.03956,0.9802,802,7,,-0.453,-0.608
116,House,21506,71,31.0,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.297,0.137,-48.78782,0.94112,804,19,,-0.443,0.395
116,House,21507,71,33.0,CA,100,,,"LIEU, Ted",L000582,1969,,-0.376,-0.248,-25.29923,0.96784,774,8,,-0.592,-0.169
116,House,21508,71,35.0,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.365,0.046,-32.85739,0.95976,800,12,,-0.395,0.075
116,House,21703,71,44.0,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.516,-0.032,-21.78363,0.97307,798,12,,-0.492,-0.486
116,House,21709,71,24.0,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.299,0.102,-17.6916,0.97842,811,4,,-0.357,0.077
116,House,21711,71,46.0,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.285,0.251,-59.01999,0.92871,798,26,,-0.341,0.169
116,House,21728,71,17.0,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.526,-0.267,-42.71125,0.94857,809,14,,-0.323,-0.665
116,House,21740,71,20.0,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.294,0.077,-36.25252,0.95628,811,15,,-0.306,0.238
116,House,21754,71,34.0,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.573,-0.235,-28.81833,0.96479,804,11,,-0.416,-0.569
116,House,21907,71,39.0,CA,100,,,"CISNEROS, Gil",C001123,1971,,-0.376,0.575,-48.30079,0.94197,808,16,,-0.377,0.577
116,House,21909,71,21.0,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.478,-48.50115,0.94117,800,14,,-0.344,0.479
116,House,21930,71,10.0,CA,100,,,"HARDER, Josh",H001090,1986,,-0.378,0.614,-64.97843,0.92236,804,20,,-0.386,0.763
116,House,21932,71,25.0,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
116,House,21939,71,49.0,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.372,0.191,-20.86377,0.9746,811,7,,-0.353,0.124
116,House,21954,71,45.0,CA,100,,,"PORTER, Katie",P000618,1974,,-0.198,-0.207,-109.921,0.87132,798,39,,-0.179,0.016
116,House,21960,71,48.0,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.336,0.559,-42.41024,0.94792,793,11,,-0.336,0.56
116,House,21988,71,25.0,CA,200,,,"GARCIA, Mike",G000061,1976,,0.37,0.084,-14.65778,0.88591,121,6,,0.386,0.447
116,House,29106,71,43.0,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.076,-55.15283,0.93362,803,18,,-0.589,0.367
116,House,29312,71,18.0,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.38,-0.412,-13.55811,0.98296,789,6,,-0.395,-0.213
116,House,29317,71,40.0,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-15.44375,0.98076,795,5,,-0.399,-0.107
116,House,29323,71,42.0,CA,200,,,"CALVERT, Ken",C000059,1953,,0.348,0.23,-81.67918,0.90201,792,26,,0.321,0.524
116,House,29504,71,19.0,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.4,-0.435,-32.74495,0.95935,789,11,,-0.461,-0.466
116,House,29707,71,30.0,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.143,-20.98211,0.97398,796,11,,-0.454,0.067
116,House,29778,71,13.0,CA,100,,,"LEE, Barbara",L000551,1946,,-0.68,-0.58,-25.73999,0.96841,802,11,,-0.545,-0.828
116,House,29901,71,5.0,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.394,0.064,-37.30396,0.9541,794,18,,-0.441,0.414
116,House,29903,71,32.0,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-18.34002,0.97742,803,9,,-0.479,-0.253
116,House,20704,62,5.0,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.667,0.225,-73.17256,0.91111,786,31,,0.636,0.236
116,House,20705,62,7.0,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-29.08088,0.96294,770,10,,-0.301,-0.033
116,House,21111,62,3.0,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-127.84774,0.85366,808,51,,0.445,-0.0
116,House,21510,62,4.0,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.714,-0.431,-113.06488,0.85298,711,49,,0.73,-0.418
116,House,21912,62,6.0,CO,100,,,"CROW, Jason",C001121,1979,,-0.28,0.28,-49.53247,0.94068,810,24,,-0.273,0.408
116,House,21948,62,2.0,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.361,-0.334,-19.16234,0.97659,809,6,,-0.466,-0.463
116,House,29710,62,1.0,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-18.22458,0.9775,801,8,,-0.4,-0.356
116,House,20706,1,2.0,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.02,-21.71213,0.97355,810,5,,-0.36,0.014
116,House,20907,1,4.0,CT,100,,,"HIMES, James A.",H001047,1966,,-0.239,-0.235,-42.17962,0.94858,799,16,,-0.32,0.131
116,House,21931,1,5.0,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.367,-0.108,-21.12739,0.97321,778,6,,-0.372,-0.031
116,House,29109,1,3.0,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.118,-19.57197,0.97541,786,7,,-0.378,-0.042
116,House,29908,1,1.0,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.048,-17.52766,0.97833,800,6,,-0.347,0.01
116,House,21706,11,1.0,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.335,-0.133,-15.53078,0.98096,808,2,,-0.399,-0.103
116,House,21993,55,0.0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.498,-0.046,-11.62153,0.94738,215,4,,-0.301,0.113
116,House,20316,43,25.0,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.283,0.131,-134.11369,0.84477,795,49,,0.288,0.2
116,House,20504,43,23.0,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.42,0.08,-26.67944,0.96679,790,7,,-0.356,0.108
116,House,20708,43,14.0,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.054,-16.74806,0.97949,808,5,,-0.417,-0.065
116,House,20709,43,16.0,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.363,-0.11,-143.28195,0.83219,780,59,,0.342,0.003
116,House,20758,43,12.0,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.407,0.023,-125.92739,0.85126,782,57,,0.406,0.003
116,House,20909,43,8.0,FL,200,,,"POSEY, Bill",P000599,1947,,0.525,-0.331,-182.99988,0.79438,795,86,,0.538,-0.344
116,House,20959,43,22.0,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-19.78731,0.97511,785,5,,-0.394,0.062
116,House,21116,43,11.0,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.527,-0.094,-158.34421,0.81148,758,84,,0.56,-0.155
116,House,21118,43,24.0,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.478,-0.01,-12.48546,0.98313,734,4,,-0.538,0.027
116,House,21317,43,3.0,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-131.16793,0.83387,722,57,,0.715,-0.336
116,House,21321,43,21.0,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.402,-0.071,-22.82264,0.97087,772,9,,-0.345,-0.022
116,House,21712,43,13.0,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-33.59071,0.95933,809,15,,-0.29,0.282
116,House,21713,43,10.0,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-20.74385,0.97462,807,6,,-0.314,0.09
116,House,21714,43,2.0,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.507,0.351,-124.34236,0.84778,753,56,,0.547,0.173
116,House,21719,43,1.0,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.601,-0.637,-202.14374,0.75283,712,94,,0.593,-0.64
116,House,21732,43,5.0,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-35.0294,0.95647,787,15,,-0.262,0.073
116,House,21735,43,18.0,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.466,-0.392,-210.45996,0.76246,776,94,,0.455,-0.369
116,House,21738,43,7.0,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-85.71652,0.89935,808,32,,-0.177,0.246
116,House,21742,43,19.0,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-268.86408,0.60612,537,133,,0.486,-0.634
116,House,21744,43,4.0,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.437,0.027,-165.58013,0.80896,781,80,,0.416,0.033
116,House,21746,43,9.0,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.374,0.152,-19.30476,0.97616,800,6,,-0.363,0.008
116,House,21947,43,26.0,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.345,0.332,-34.25115,0.9584,806,20,,-0.345,0.333
116,House,21963,43,27.0,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.352,0.021,-17.13918,0.97901,808,6,,-0.351,0.018
116,House,21967,43,15.0,FL,200,,,"SPANO, Ross",S001210,1966,,0.462,0.009,-113.84357,0.86564,789,39,,0.462,0.003
116,House,21971,43,17.0,FL,200,,,"STEUBE, William",S001214,1978,,0.685,-0.271,-129.98119,0.84704,783,59,,0.66,-0.34
116,House,21981,43,6.0,FL,200,,,"WALTZ, Michael",W000823,1974,,0.409,-0.035,-150.73663,0.82073,763,74,,0.411,-0.147
116,House,29337,43,20.0,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-14.78068,0.97652,622,4,,-0.54,0.212
116,House,15431,44,5.0,GA,100,,,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132
116,House,20321,44,13.0,GA,100,,,"SCOTT, David",S001157,1945,,-0.303,0.163,-23.44442,0.97123,803,5,,-0.361,0.123
116,House,20712,44,4.0,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,-0.003,-36.2724,0.95583,803,10,,-0.461,-0.075
116,House,20962,44,14.0,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143
116,House,21122,44,7.0,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-143.25698,0.83623,801,64,,0.501,0.112
116,House,21123,44,8.0,GA,200,,,"SCOTT, Austin",S001189,1969,,0.561,0.224,-95.06425,0.88635,788,36,,0.56,0.353
116,House,21323,44,9.0,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-81.58804,0.89601,743,31,,0.595,0.303
116,House,21513,44,1.0,GA,200,,,"CARTER, Buddy",C001103,1957,,0.558,0.302,-99.57682,0.88269,798,37,,0.596,0.179
116,House,21514,44,10.0,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-82.05851,0.89803,763,32,,0.856,-0.087
116,House,21515,44,11.0,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.684,-0.016,-80.98674,0.8906,699,30,,0.715,0.133
116,House,21516,44,12.0,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.696,0.213,-90.72909,0.89304,802,39,,0.756,0.355
116,House,21717,44,3.0,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.603,0.126,-118.36574,0.8615,794,50,,0.655,0.165
116,House,21944,44,6.0,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.268,0.266,-58.11297,0.93069,809,21,,-0.249,0.354
116,House,21991,44,5.0,GA,100,,,"HALL, Kwanza",H001092,1971,,,,,,,,,-0.392,0.628
116,House,29339,44,2.0,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.283,0.457,-57.71756,0.92989,794,29,,-0.338,0.281
116,House,21997,94,0.0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.92032,0.99189,113,0,,-0.407,-0.494
116,House,20322,82,1.0,HI,100,,,"CASE, Ed",C001055,1952,,-0.195,-0.088,-51.3436,0.93836,807,16,,-0.195,0.01
116,House,21324,82,2.0,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-39.27084,0.92793,525,14,,-0.258,-0.641
116,House,21920,63,1.0,ID,200,,,"FULCHER, Russell",F000469,1962,,0.64,-0.01,-97.7495,0.88512,801,40,,0.628,0.036
116,House,29910,63,2.0,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.301,0.287,-178.77579,0.79328,772,67,,0.332,0.282
116,House,20508,21,3.0,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-109.5829,0.87002,787,33,,-0.146,0.05
116,House,20749,21,11.0,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.231,-0.222,-26.34306,0.96753,798,5,,-0.414,0.107
116,House,20954,21,5.0,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.322,-0.266,-19.45975,0.97582,795,6,,-0.387,-0.087
116,House,21128,21,16.0,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-146.30003,0.82427,757,59,,0.297,0.211
116,House,21326,21,10.0,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.182,-0.149,-35.20125,0.95727,806,8,,-0.295,0.024
116,House,21328,21,13.0,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-127.61099,0.85066,789,47,,0.234,0.341
116,House,21329,21,17.0,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-27.8776,0.96617,810,8,,-0.299,0.196
116,House,21371,21,2.0,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.463,-0.013,-23.28813,0.97159,808,10,,-0.445,0.029
116,House,21519,21,12.0,IL,200,,,"BOST, Mike",B001295,1960,,0.3,0.378,-88.69118,0.88515,727,39,,0.292,0.453
116,House,21562,21,18.0,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.461,0.208,-92.51195,0.88762,776,35,,0.473,0.284
116,House,21730,21,8.0,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.317,-0.048,-32.13587,0.96101,808,13,,-0.359,0.152
116,House,21906,21,6.0,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.675,0.574,-41.88014,0.94961,810,10,,-0.402,0.253
116,House,21921,21,4.0,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.453,-0.826,-27.37056,0.96661,806,11,,-0.459,-0.784
116,House,21979,21,14.0,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.544,0.542,-46.15846,0.94427,805,13,,-0.552,0.641
116,House,29346,21,1.0,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-23.64154,0.97003,777,6,,-0.48,-0.16
116,House,29717,21,7.0,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-15.76209,0.98025,790,3,,-0.483,-0.316
116,House,29718,21,15.0,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-98.57355,0.87925,766,45,,0.395,0.308
116,House,29911,21,9.0,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.605,-0.272,-16.62009,0.97946,801,6,,-0.517,-0.479
116,House,15124,22,1.0,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-25.35942,0.96899,805,5,,-0.453,0.212
116,House,20757,22,7.0,IN,100,,,"CARSON, André",C001072,1974,,-0.429,0.055,-40.26004,0.95128,806,12,,-0.548,0.289
116,House,21132,22,8.0,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.408,0.273,-95.2196,0.88522,781,41,,0.452,0.298
116,House,21330,22,2.0,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-86.07111,0.8959,783,38,,0.39,0.371
116,House,21331,22,5.0,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-134.01795,0.8412,775,65,,0.326,0.176
116,House,21702,22,3.0,IN,200,,,"BANKS, James E.",B001299,1979,,0.645,0.011,-112.07535,0.87018,806,56,,0.634,0.029
116,House,21725,22,9.0,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-203.66398,0.77224,788,98,,0.403,-0.309
116,House,21903,22,4.0,IN,200,,,"BAIRD, James",B001307,1945,,0.481,0.343,-86.86017,0.89808,808,36,,0.427,0.668
116,House,21952,22,6.0,IN,200,,,"PENCE, Gregory",P000615,1956,,0.545,0.006,-119.11338,0.86102,796,55,,0.457,0.357
116,House,20325,31,4.0,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-190.61697,0.77372,743,87,,0.583,-0.184
116,House,20720,31,2.0,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-28.98965,0.96415,794,8,,-0.3,0.214
116,House,21902,31,3.0,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.25,0.528,-80.08022,0.90452,798,37,,-0.239,0.568
116,House,21918,31,1.0,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.224,0.501,-79.52809,0.90626,808,41,,-0.224,0.501
116,House,21734,32,1.0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.576,0.226,-122.44047,0.85351,773,57,,0.546,0.091
116,House,21750,32,4.0,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.009,-100.45054,0.88172,798,45,,0.622,0.087
116,House,21914,32,3.0,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.263,0.237,-57.82694,0.93085,807,24,,-0.25,0.206
116,House,21982,32,2.0,KS,200,,,"WATKINS, Steve",W000824,1976,,0.549,0.079,-114.0218,0.86747,802,52,,0.549,0.079
116,House,14854,51,5.0,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.338,0.121,-89.84619,0.89364,799,27,,0.336,0.593
116,House,20723,51,3.0,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-20.37847,0.97488,801,6,,-0.444,-0.161
116,House,20916,51,2.0,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.42,0.288,-72.73241,0.9133,802,28,,0.442,0.455
116,House,21333,51,6.0,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.476,0.325,-103.35527,0.8778,793,44,,0.497,0.293
116,House,21565,51,1.0,KY,200,,,"COMER, James",C001108,1972,,0.591,-0.009,-131.74827,0.84886,804,68,,0.638,0.028
116,House,31102,51,4.0,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.679,-0.734,-237.19584,0.7395,786,101,,0.919,-0.395
116,House,20759,45,1.0,LA,200,,,"SCALISE, Steve",S001176,1965,,0.556,0.169,-84.19372,0.90022,801,36,,0.577,0.298
116,House,21137,45,2.0,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-40.67477,0.94742,753,15,,-0.657,0.462
116,House,21522,45,5.0,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-62.96669,0.87964,491,29,,0.607,0.154
116,House,21523,45,6.0,LA,200,,,"GRAVES, Garret",G000577,1972,,0.438,0.024,-128.02597,0.85022,789,58,,0.42,-0.016
116,House,21724,45,3.0,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.622,-0.315,-141.15331,0.82397,729,68,,0.587,-0.217
116,House,21727,45,4.0,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.56,0.01,-113.38939,0.85864,744,45,,0.546,0.032
